20
18
0.7	-0.7	-0.7	0.75	-0.75	-0.55	0.55	0.35	-0.35	-0.35	-0.65	-0.65	0.65	-0.65	0.7	-0.7	-0.7	-0.7
0.65	-0.65	-0.65	0.45	-0.45	-0.7	0.7	0.2	-0.2	-0.2	-0.75	-0.75	0.75	-0.75	0.65	-0.65	0.65	0.65
0.8	-0.8	-0.8	0.85	-0.85	-0.7	0.7	0.75	-0.75	-0.75	-0.75	-0.75	0.75	0.75	0.4	-0.4	-0.4	-0.4
-0.7	-0.7	0.7	0.7	-0.7	0.55	-0.55	-0.65	0.65	-0.65	0.7	-0.7	-0.7	-0.7	0.4	-0.4	-0.4	-0.4
-0.6	-0.6	0.6	0.65	-0.65	-0.6	0.6	-0.85	0.85	-0.85	0.7	-0.7	-0.7	-0.7	0.85	-0.85	-0.85	-0.85
-0.75	-0.75	0.75	1	-1	0.75	-0.75	-1	1	-1	0.65	-0.65	-0.65	-0.65	0.5	-0.5	-0.5	-0.5
-0.4	0.4	-0.4	-0.6	0.6	-0.7	0.7	-0.55	-0.55	0.55	-0.75	0.75	-0.75	0.75	-0.5	-0.5	0.5	-0.5
-0.75	0.75	-0.75	-0.75	0.75	-0.65	0.65	-0.95	-0.95	0.95	-0.55	0.55	-0.55	-0.55	-0.55	-0.55	0.55	-0.55
-0.6	0.6	-0.6	-0.55	0.55	-0.35	0.35	-0.75	-0.75	0.75	-0.55	0.55	-0.55	-0.55	-0.65	-0.65	0.65	-0.65
0.65	-0.65	-0.65	-0.65	0.65	-0.8	0.8	0.4	-0.4	-0.4	-0.45	0.45	-0.45	-0.45	-0.45	0.45	-0.45	-0.45
0.75	-0.75	-0.75	-0.55	0.55	-0.7	0.7	0.5	-0.5	-0.5	-0.45	0.45	-0.45	-0.45	-0.65	0.65	-0.65	-0.65
0.6	-0.6	-0.6	-0.6	0.6	-0.55	0.55	0.6	-0.6	0	-0.9	0.9	-0.9	-0.9	-0.65	0.665	-0.65	-0.65
-0.55	-0.55	0.55	0.5	-0.5	-0.5	0.5	-0.8	0.8	-0.8	-0.55	-0.55	-0.55	0.55	-0.45	-0.45	0.45	-0.45
-0.7	-0.7	0.7	0.7	-0.7	-0.6	0.6	-0.6	0.6	-0.6	-0.55	-0.55	-0.55	0.55	-0.65	-0.65	0.5	-0.65
-0.6	-0.6	0.6	0.45	-0.45	-0.7	0.7	-0.45	0.45	-0.45	-0.5	-0.5	-0.5	0.5	-0.5	-0.5	0.5	-0.5
0.7	-0.7	-0.7	0.7	-0.7	0.45	-0.45	-0.7	0.7	-0.7	-0.75	0.75	-0.75	-0.75	-0.65	0.65	-0.65	-0.65
0.85	-0.85	-0.85	0.8	-0.8	0.65	-0.65	-0.7	0.7	-0.7	-0.5	0.5	-0.5	-0.5	-0.7	0.7	-0.7	-0.7
0.3	-0.3	-0.3	0.55	-0.55	0.6	-0.6	-0.45	0.45	-0.45	-0.65	0.65	-0.65	-0.65	-0.5	0.5	-0.5	-0.5
-0.4	-0.4	0.4	0.6	-0.6	-0.65	0.65	-0.65	0.65	-0.65	0.7	-0.7	-0.7	-0.7	-0.65	-0.65	-0.65	0.65
-0.55	-0.55	0.55	0.75	-0.75	-0.65	0.65	-0.45	0.45	-0.45	0.65	-0.65	-0.65	-0.65	-0.55	-0.55	-0.55	0.55
