-0,90;0,90;-0,90;-0,90;0,80;-0,80;-0,80;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,45;-0,45;-0,45;-0,45;-0,45;0,40;-0,40;-0,40;-0,40;0,60;-0,60;-0,60;-0,60;-0,60;-0,60;-0,65;-0,65;0,65;-0,65;-0,65;-0,65;-0,65;;;;;;;
-0,35;-0,35;0,35;-0,35;-0,50;-0,50;0,50;-0,45;-0,45;-0,45;0,45;-0,45;-0,45;-0,45;-0,75;0,75;-0,75;-0,75;-0,75;-0,55;-0,55;-0,55;0,55;-0,70;0,70;-0,70;-0,70;-0,70;-0,70;-0,55;-0,55;-0,55;0,55;-0,55;-0,55;-0,55;;;;;;;
-0,50;-0,50;-0,50;0,50;-0,75;-0,75;0,75;-0,65;-0,65;-0,65;0,65;-0,65;-0,65;-0,65;0,70;-0,70;-0,70;-0,70;-0,70;-0,40;-0,40;-0,40;0,40;-0,45;-0,45;-0,45;0,45;-0,45;-0,45;-0,40;-0,40;-0,40;-0,40;-0,40;0,40;-0,40;;;;;;;
0,75;0,75;-0,75;-0,75;0,50;-0,50;-0,50;-0,60;-0,60;-0,60;-0,60;0,60;0,60;0,60;-0,50;-0,50;-0,50;0,50;-0,50;-0,55;0,55;-0,55;-0,55;-1,00;-1,00;-1,00;-1,00;-1,00;1,00;-0,60;0,60;-0,60;-0,60;0,60;0,60;0,60;;;;;;;
0,60;0,60;-0,60;-0,60;-0,65;-0,65;0,65;-0,75;-0,75;0,75;-0,75;-0,75;-0,75;-0,75;0,50;-0,50;-0,50;-0,50;-0,50;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;-0,75;0,75;-0,75;-0,75;-0,75;-0,75;-0,75;;;;;;;
-0,70;-0,70;-0,70;0,70;0,90;-0,90;-0,90;-0,85;0,85;-0,85;-0,85;0,85;-0,85;-0,85;-0,75;0,75;-0,75;-0,75;-0,75;-0,85;-0,85;0,85;-0,85;-0,90;-0,90;-0,90;-0,90;0,90;-0,90;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;-0,70;-0,55;-0,27;-0,86;-0,80;-0,92;-0,96;-0,93
-0,65;0,65;-0,65;-0,65;-0,80;0,80;-0,80;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,80;-0,80;-0,80;-0,80;-0,55;-0,55;-0,55;0,55;-0,55;-0,55;-0,70;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,75;-0,72;-0,76;-0,93;0,77;-0,45;-0,90
-0,70;-0,70;0,70;-0,70;-0,65;-0,65;0,65;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;0,75;-0,75;-0,75;-0,75;-0,75;-0,75;-0,75;-0,75;0,75;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;-0,70;-0,70;-0,70;-0,74;-0,68;-0,50;-0,87;-0,14;-0,85;-0,80
0,95;-0,95;-0,95;-0,95;-0,80;-0,80;0,80;-0,55;-0,55;0,55;-0,55;-0,55;-0,55;-0,55;0,70;-0,70;-0,70;-0,70;-0,70;-0,50;0,50;-0,50;0,50;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,65;-0,65;-0,65;0,65;-0,65;-0,65;0,65;-0,73;-0,86;-0,40;-0,81;-0,14;-0,91;-0,87
-0,55;-0,55;-0,55;0,55;0,50;-0,50;-0,50;0,55;0,55;-0,55;-0,55;-0,55;-0,55;-0,55;0,70;-0,70;-0,70;-0,70;-0,70;-0,65;-0,65;0,65;-0,65;-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,65;-0,65;0,65;-0,65;-0,65;-0,65;-0,65;-0,22;0,04;-0,57;-0,54;-0,13;-0,76;-0,85
1,00;-1,00;-1,00;-1,00;1,00;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;1,00;-1,00;-1,00;-1,00;-1,00;1,00;-1,00;1,00;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;-1,00;1,00;-1,00;-1,00;-1,00;1,00;1,00;-1,00;-1,00;-0,89;-0,90;-0,95;-0,86;-1,00;-1,00;-0,98
0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;0,60;0,60;0,60;-0,60;0,60;0,60;-0,60;-0,60;-0,60;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,60;0,60;0,60;0,60;-0,67;-0,54;-0,57;-0,51;-0,12;-0,78;-0,67
-0,60;-0,60;0,60;-0,60;0,75;-0,75;-0,75;-0,55;-0,55;-0,55;-0,55;0,55;-0,55;-0,55;-0,65;-0,65;0,65;-0,65;-0,65;-0,95;0,95;-0,95;-0,95;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,65;-0,59;-0,90;-0,46;-0,79;-0,87;-0,89
0,75;0,75;-0,75;-0,75;0,60;-0,60;-0,60;-0,60;-0,60;-0,60;0,60;0,60;-0,60;-0,60;0,95;0,95;-0,95;-0,95;-0,95;-0,60;0,60;-0,60;0,60;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,65;-0,65;-0,65;0,65;-0,65;-0,65;-0,65;-0,71;0,00;-0,67;-0,29;-0,66;-0,89;-0,49
0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,65;-0,65;-0,65;-0,65;-0,65;0,65;0,65;-0,65;-0,65;0,65;-0,65;-0,65;-0,60;0,60;-0,60;-0,60;-0,85;-0,85;-0,85;-0,85;-0,85;0,85;-0,65;-0,65;-0,65;-0,65;0,65;0,65;0,65;-0,74;-0,83;-0,81;-0,64;-0,13;-0,49;-0,95
0,00;0,00;0,00;0,00;-0,40;-0,40;0,40;-0,75;-0,75;0,75;-0,75;-0,75;-0,75;0,75;0,50;-0,50;-0,50;-0,50;-0,50;-0,65;-0,65;-0,65;0,65;-0,45;-0,45;-0,45;-0,45;0,45;-0,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,41;-0,45;-0,17;-0,54;-0,09;-0,63;-0,56
-0,65;0,65;0,65;-0,65;0,55;-0,55;-0,55;-0,80;0,80;-0,80;-0,80;-0,80;-0,80;-0,80;0,70;-0,70;-0,70;-0,70;-0,70;-0,50;-0,50;-0,50;0,50;-0,60;-0,60;0,60;-0,60;-0,60;-0,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,28;0,12;-0,57;-0,64;-0,60;-0,79;-0,84
-0,65;-0,65;0,65;-0,65;-0,75;-0,75;0,75;-0,75;-0,75;-0,75;0,75;-0,75;-0,75;-0,75;-0,60;-0,60;-0,60;-0,60;0,60;-0,65;0,65;-0,65;-0,65;-0,55;-0,55;-0,55;0,55;-0,55;-0,55;-0,70;-0,70;-0,70;0,70;-0,70;-0,70;-0,70;-0,72;-0,68;-0,62;-0,91;-0,14;-0,86;-0,82
0,00;0,00;0,00;0,00;0,80;-0,80;-0,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,75;0,75;-0,75;-0,75;-0,75;-0,75;0,75;-0,75;-0,75;-0,95;-0,95;-0,95;-0,95;-0,95;0,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,43;0,00;-0,90;-0,74;-0,80;-0,91;-0,96
0,70;0,70;0,70;0,70;0,65;-0,65;0,65;-0,70;-0,70;0,70;-0,70;-0,70;0,70;-0,70;0,75;-0,75;-0,75;-0,75;-0,75;-0,65;-0,65;-0,65;0,65;-0,95;-0,95;-0,95;0,95;-0,95;-0,95;0,45;0,45;0,45;0,45;0,45;0,45;0,45;-0,29;-0,53;-0,80;-0,02;-0,72;-0,85;-0,94
