17
19
0.8000	-0.8000	-0.7500	-0.7500	0.7500	-0.6000	0.6000	0.7000	-0.7000	-0.7500	-0.7500	0.7500	-0.7000	0.7000	-0.7000	-0.5500	-0.5500	-0.5500	0.5500
0.5500	-0.5500	-0.7000	-0.7000	0.7000	-0.8000	0.8000	0.5500	-0.5500	-0.6000	-0.6000	0.6000	-0.6500	-0.6500	-0.6500	0.7500	-0.7500	-0.7500	-0.7500
-0.8000	0.8000	-0.7500	-0.7500	0.7500	0.9000	-0.9000	-0.8000	0.8000	-0.8000	-0.8000	0.8000	0.8000	-0.8000	-0.8000	-0.8000	-0.8000	0.8000	-0.8000
0.8500	-0.8500	0.7000	-0.7000	-0.7000	-0.7500	0.7500	-0.6500	0.6500	-0.7000	-0.7000	0.7000	-0.7500	0.7500	-0.7500	-0.9000	-0.9000	-0.9000	-0.9000
-0.6500	0.6500	-0.7000	-0.7000	0.7000	-0.8000	0.8000	-0.8000	0.8000	-0.9000	0.9000	-0.9000	-0.8500	-0.8500	0.8500	-0.8500	0.8500	-0.8500	-0.8500
-0.8000	0.8000	-0.7500	0.7500	-0.7500	0.8000	-0.8000	-0.8000	0.8000	0.6000	-0.6000	-0.6000	-0.6500	-0.6500	0.6500	-0.7500	0.7500	-0.7500	-0.7500
-0.8000	0.8000	-0.7500	-0.7500	0.7500	0.8000	-0.8000	-0.7500	0.7500	0.8000	-0.8000	-0.8000	-0.8000	0.8000	-0.8000	-0.8000	-0.8000	0.8000	-0.8000
-0.8000	0.8000	-0.7000	-0.7000	0.7000	-0.8500	0.8500	-0.8000	0.8000	0.9000	-0.9000	-0.9000	-0.7500	-0.7500	0.7500	-0.7000	0.7000	-0.7000	-0.7000
-0.9500	0.9500	-0.9000	-0.9000	0.9000	-0.8500	0.8500	-0.8500	0.8500	-0.9000	0.9000	-0.9000	-0.9500	-0.9500	0.9500	-0.8000	0.8000	-0.8000	-0.8000
-0.7500	0.7500	-0.9500	-0.9500	0.9500	0.9500	-0.9500	-0.8500	0.8500	-0.8500	-0.8500	0.8500	-0.9500	0.9500	-0.9500	-0.8500	0.8500	-0.8500	-0.8500
-0.8500	0.8500	-1.0000	-1.0000	1.0000	-0.7000	0.7000	-0.6500	0.6500	-0.7000	-0.7000	0.7000	-0.7500	0.7500	-0.7500	-0.5500	-0.5500	-0.5500	0.5500
-0.9500	-0.9500	-0.9000	0.9000	-0.9000	-0.8000	0.8000	-0.8500	0.8500	-0.9000	0.9000	-0.9000	-0.6500	-0.6500	-0.6500	0.7000	-0.7000	-0.7000	-0.7000
-0.7500	-0.7500	-0.7000	0.7000	-0.7000	0.8000	-0.8000	-0.8500	0.8500	0.6000	-0.6000	-0.6000	0.8500	-0.8500	-0.8500	-0.8000	-0.8000	0.8000	-0.8000
-0.5700	-0.7500	-0.6000	0.6000	-0.6000	0.8000	-0.8000	-0.7500	0.7500	0.8500	-0.8500	-0.8500	-0.7000	0.7000	-0.7000	-0.9000	-0.9500	-0.9500	-0.9500
-0.9000	0.9000	-0.8000	-0.8000	0.8000	-0.8500	0.8500	-0.9000	0.9000	-0.9000	-0.9000	0.9000	0.8500	-0.8500	-0.8500	-0.9500	-0.9500	0.9500	-0.9500
-0.9500	-0.9500	-0.7500	-0.7500	0.7500	-0.8500	0.8500	0.8000	-0.8000	-0.7500	-0.7500	0.7500	-0.8500	0.8500	-0.8500	-0.9000	-0.9000	-0.9000	0.9000
0.8500	-0.8500	0.9500	-0.9500	-0.9500	-0.6000	0.6000	-0.9500	0.9500	-0.8000	-0.8000	0.8000	-0.8500	0.8500	-0.8500	-0.8500	-0.8500	-0.8500	-0.8500
-0.9500	-0.9500	-0.8500	-0.8500	0.8500	0.8500	-0.8500	-0.8000	0.8000	0.6500	-0.6500	-0.6500	-0.6500	-0.6500	0.6500	-0.7000	0.7000	-0.7000	-0.7500
-0.7000	-0.7000	-0.7500	-0.7500	0.7500	0.7500	-0.7500	-0.7000	0.7000	0.8000	-0.8000	-0.8000	-0.8500	0.8500	-0.8500	-0.8000	-0.8000	0.8500	-0.8500
-0.8500	-0.8500	-0.8000	-0.8000	0.8000	-0.8000	0.8000	-0.8500	0.8500	0.9500	-0.9500	-0.9500	-0.7000	-0.7000	0.7000	-0.7000	0.7000	-0.7000	-0.7000
