0,00;0,00;0,00;0,00;0,00;0,00;0,90;0,90;-0,65;0,65;-0,85;-0,85;-0,85;0,85;-0,85;-0,85;-0,85;0,85;-1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,98;0,89;0,30;0,30;0,95;0,20;0,00
0,90;-0,90;-0,90;0,90;-0,90;-0,90;-0,90;0,90;-0,55;0,55;-0,90;-0,90;-0,90;0,90;-0,90;0,75;-0,75;-0,75;-0,85;0,85;0,00;0,00;0,00;0,00;0,00;0,85;0,97;0,26;0,88;0,26;0,44;0,00
-0,80;-0,80;-0,80;0,80;-0,80;0,80;0,90;-0,90;-0,85;0,85;-0,70;-0,70;-0,70;0,70;-0,70;-0,40;-0,40;0,40;-0,80;0,80;-0,80;-0,80;-0,80;-0,80;0,80;0,78;0,85;0,24;0,76;0,78;0,16;0,00
-0,95;-0,95;-0,95;-0,95;0,95;-0,95;-1,00;1,00;-0,60;0,60;-0,75;-0,75;0,75;-0,75;-0,75;-0,75;-0,75;0,75;-1,00;1,00;-0,20;-0,20;-0,20;0,20;-0,20;0,64;0,73;0,87;0,30;0,82;0,20;0,00
-0,70;-0,70;-0,70;-0,70;0,70;-0,70;1,00;-1,00;-1,00;1,00;-0,75;-0,75;-0,75;-0,75;0,75;0,30;-0,30;-0,30;-0,25;0,25;-0,65;-0,65;-0,65;0,65;-0,65;0,08;0,50;0,86;0,76;0,08;0,05;0,00
0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,75;-0,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,61;0,84
-0,85;-0,85;0,85;0,85;-0,85;0,85;0,70;0,70;-1,00;1,00;-0,50;-0,50;-0,50;-0,50;0,50;0,80;-0,80;-0,80;-0,60;0,60;0,00;0,00;0,00;0,00;0,00;0,33;0,84;0,95;1,00;0,33;0,55;0,00
0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;-1,00;-1,00;-1,00;-1,00;0,00;0,00;0,00;1,00;-1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,75;0,96
-0,65;0,65;-0,65;-0,65;-0,65;-0,65;0,80;0,80;-0,75;0,75;-0,85;-0,85;0,85;-0,85;-0,85;-0,70;-0,70;0,70;-0,90;0,90;-0,65;-0,65;-0,65;0,65;-0,65;0,87;0,27;0,74;0,27;0,99;0,61;0,00
0,80;-0,80;-0,80;-0,80;-0,80;-0,80;0,95;-0,95;1,00;-1,00;-0,70;-0,70;-0,70;-0,70;0,70;0,75;-0,75;-0,75;-0,75;0,75;-0,60;-0,60;-0,60;0,60;-0,60;0,95;0,85;0,63;0,23;0,23;0,15;0,00
-0,65;0,65;-0,65;-0,65;-0,65;-0,65;-0,85;0,85;-0,65;0,65;-0,70;0,70;-0,70;-0,70;-0,70;0,75;-0,75;-0,75;-0,75;0,75;0,90;-0,90;-0,90;-0,90;-0,90;0,23;0,53;0,23;0,53;0,64;0,99;0,00
0,00;0,00;0,00;0,00;0,00;0,00;-0,80;0,80;0,75;-0,75;-0,80;-0,80;-0,80;-0,80;0,80;-0,85;-0,85;0,85;-0,20;0,20;-0,70;-0,70;-0,70;0,70;-0,70;0,06;0,89;0,06;0,06;0,66;0,04;0,00
-0,95;-0,95;-0,95;-0,95;0,95;-0,95;0,85;-0,85;0,95;-0,95;-0,90;-0,90;0,90;-0,90;-0,90;-0,75;-0,75;0,75;-0,60;0,60;-0,80;-0,80;-0,80;0,80;-0,80;0,18;0,98;0,91;0,77;0,18;0,12;0,00
-0,90;-0,90;0,90;-0,90;-0,90;0,90;0,45;0,45;0,60;-0,60;-0,95;-0,95;0,95;-0,95;-0,95;0,40;-0,40;-0,40;-0,90;0,90;-0,85;0,85;-0,85;-0,85;-0,85;0,47;0,73;0,97;0,96;0,50;0,18;0,00
-0,80;0,80;-0,80;-0,80;-0,80;0,80;-0,85;0,85;0,85;-0,85;-0,80;-0,80;-0,80;-0,80;0,80;0,70;-0,70;-0,70;-0,80;0,80;-1,00;-1,00;-1,00;1,00;-1,00;0,24;0,76;0,67;0,67;0,98;0,76;0,00
-0,60;0,60;-0,60;-0,60;-0,60;-0,60;0,85;0,85;-0,40;0,40;-1,00;-1,00;1,00;-1,00;-1,00;-1,00;-1,00;1,00;-0,80;0,80;0,00;0,00;0,00;0,00;0,00;;;;;;;
-0,45;0,45;-0,45;-0,45;-0,45;-0,45;0,00;0,00;0,00;0,00;-0,85;0,85;-0,85;-0,85;-0,85;0,00;0,00;0,00;-0,90;0,90;0,00;0,00;0,00;0,00;0,00;;;;;;;
-0,65;-0,65;-0,65;-0,65;0,65;-0,65;-0,75;0,75;-0,50;0,50;-0,70;-0,70;0,70;-0,70;-0,70;-0,80;-0,80;0,80;-0,80;0,80;-0,90;-0,90;-0,90;0,90;-0,90;;;;;;;
0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,60;-0,60;-0,60;-0,60;-0,60;0,00;0,00;0,00;0,80;-0,80;0,00;0,00;0,00;0,00;0,00;;;;;;;
-0,90;-0,90;-0,90;0,90;-0,90;-0,90;0,30;0,30;0,80;-0,80;-0,15;-0,15;0,15;-0,15;-0,15;0,95;-0,95;-0,95;-0,35;0,35;-0,50;0,50;-0,50;-0,50;-0,50;;;;;;;
